Epoch, Average Actor Loss, Critic Loss
0, -1.4310, 13.9422
1, -1.1700, 12.0951
2, -1.2804, 15.3515
3, -1.1922, 16.6384
4, -1.0842, 17.9723
5, -0.3682, 11.6477
6, 0.7228, 2.3657
7, 0.4567, 10.2342
8, 0.3503, 7.1568
9, 0.8061, 6.1440
10, 1.0489, 3.3070
11, -0.4382, 12.1372
12, -0.3867, 12.1094
13, 0.4132, 5.0964
14, -0.1009, 10.1362
15, -0.0502, 8.1421
16, 0.2685, 5.9547
17, -1.0964, 14.2094
18, -1.2358, 17.4740
19, -0.3398, 8.4487
20, -0.4439, 8.8660
21, -0.1025, 4.8287
22, -0.0046, 4.6322
23, -1.2163, 17.5508
24, 0.7100, 4.8404
25, 0.0690, 6.0677
26, -0.0886, 4.5197
27, 0.4047, 7.1274
28, -0.1867, 8.5402
29, 0.1340, 4.9421
30, -0.7806, 15.0085
31, -0.2835, 6.7584
32, 0.3817, 2.2131
33, -0.3920, 7.4393
34, -0.8163, 11.8379
35, 0.0825, 3.4249
36, -0.0608, 6.2412
37, 0.0888, 5.5182
38, 0.0435, 5.8121
39, -0.2069, 8.7074
40, 0.0881, 7.7356
41, -0.2823, 7.2998
42, -0.0064, 4.1091
43, -0.2010, 7.2640
44, -0.1173, 6.4373
45, 0.2944, 4.3159
46, 0.1835, 2.9778
47, 0.4713, 3.2077
48, -0.2876, 7.8380
49, 0.1087, 6.3047
50, 0.2278, 1.5133
51, 0.2419, 4.2418
52, 0.2043, 2.6183
53, -0.3873, 8.4245
54, -0.0711, 11.1018
55, -0.0851, 3.0483
56, -0.3969, 7.7306
57, 0.0341, 4.2395
58, -0.3033, 9.9267
59, 0.0225, 4.3817
60, -0.0586, 4.4197
61, 0.1341, 3.1220
62, 0.0096, 6.8976
63, 0.0762, 3.0492
64, 0.1285, 1.9728
65, -0.0487, 4.0114
66, 0.3174, 1.1651
67, 0.0366, 1.9153
68, 0.0120, 1.7589
69, 0.1271, 0.8438
70, 0.0408, 1.0553
71, 0.1028, 0.6199
72, -0.0052, 1.4815
73, 0.0699, 0.9402
74, 0.0346, 1.1155
75, 0.1004, 0.8934
76, 0.0681, 0.7548
77, 0.0872, 0.8707
78, 0.0340, 1.1105
79, 0.0477, 1.1076
80, -0.0045, 1.5969
81, -0.1858, 3.5445
82, -0.2777, 5.7473
83, -0.5900, 7.4549
84, -0.4509, 7.4145
85, 0.1465, 2.0300
86, -0.1151, 5.8391
87, -0.3506, 4.9673
88, -0.3699, 7.0470
89, -0.2456, 7.8574
90, 0.0825, 3.1481
91, 0.0983, 1.0333
92, -0.5655, 9.0908
93, -0.0638, 3.0969
94, -0.4465, 10.3641
95, -0.4238, 8.7744
96, -0.0121, 5.3960
97, -0.8194, 12.7429
98, -0.6434, 12.5632
99, 0.1020, 5.9650
100, 0.1411, 3.6237
101, -0.3264, 8.5387
102, 0.1859, 6.6642
103, 0.1374, 2.2329
104, 0.3841, 4.0755
105, 0.1626, 1.3136
106, 0.1136, 1.4705
107, 0.0398, 2.0654
108, 0.1790, 0.8457
109, 0.1920, 1.2777
110, 0.0686, 1.6237
111, -0.0847, 3.4600
112, 0.5321, 3.6088
113, 0.1033, 1.9470
114, -0.3398, 5.2889
115, 0.2179, 2.0199
116, 0.1035, 7.6818
117, 0.1315, 1.3408
118, 0.0784, 1.2364
119, 0.2413, 2.2124
120, -0.0809, 6.1624
121, 0.0599, 2.3635
122, -0.2208, 3.8094
123, -0.2325, 5.7149
124, -0.0010, 4.0150
125, -0.2752, 7.0825
126, -0.2900, 6.0342
127, -0.0166, 4.9099
128, 0.0259, 1.5947
129, -0.1039, 4.6424
130, 0.2057, 1.4281
131, -0.0355, 3.8784
132, -0.0102, 4.0641
133, -0.0453, 3.0549
134, -0.0357, 1.9525
135, 0.1817, 0.6790
136, -0.0099, 1.5691
137, 0.1040, 1.0340
138, -0.1059, 3.4629
139, -0.0218, 1.6572
140, 0.0810, 0.7445
141, 0.1548, 0.4630
142, -0.0217, 1.7997
143, -0.0548, 1.9940
144, -0.1744, 3.7104
145, -0.2161, 3.4495
146, -0.0215, 6.3399
147, -0.2242, 6.8080
148, 0.0004, 1.3283
149, 0.0421, 0.7743
150, 0.0357, 1.4632
151, 0.0686, 0.5834
152, -0.0258, 1.6197
153, 0.0037, 2.0308
154, -0.1128, 3.1759
155, 0.0192, 1.3380
156, -0.1272, 3.3361
157, 0.2419, 1.5044
158, -0.0258, 2.7658
159, -0.1828, 4.4723
160, 0.0543, 6.6593
161, 0.1079, 0.8133
162, -0.0020, 1.9900
163, 0.0620, 1.1892
164, 0.0697, 1.0115
165, 0.0630, 1.5306
166, 0.0936, 0.9231
167, -0.0293, 1.6627
168, -0.0040, 1.2258
169, -0.0042, 1.7343
170, -0.0253, 1.5337
171, 0.0251, 1.6817
172, 0.0069, 1.7191
173, 0.0618, 0.9209
174, -0.0107, 1.4526
