Epoch, Average Actor Loss, Critic Loss
0, 0.1115, 2.7260
1, -0.1589, 2.3355
2, -0.1337, 0.9624
3, 0.2654, 1.4381
4, 0.2432, 12.8610
5, 0.4072, 2.4969
6, 0.0067, 1.9030
7, 0.1067, 2.1654
8, 0.2174, 2.0884
9, 0.0417, 1.4164
10, -0.0672, 1.5729
11, -0.7724, 10.7103
12, 0.0934, 1.4872
13, 0.1336, 1.0841
14, 0.2359, 2.9212
15, -0.0279, 1.8005
16, 0.1626, 8.1269
17, -0.0172, 10.0736
18, -0.5267, 9.4349
19, 0.0121, 2.2543
20, 0.1422, 3.4604
21, 0.0468, 2.3923
22, 0.4391, 5.4564
23, -0.0317, 11.6722
24, -0.5040, 10.5213
25, 0.2963, 1.8773
26, 0.1065, 0.7325
27, 0.1852, 3.4322
28, 0.0346, 2.0187
29, -0.0929, 14.4475
30, 0.1596, 2.1740
31, 0.1985, 5.6809
32, 0.1104, 0.8375
33, 0.1222, 6.5711
34, 0.2630, 0.8714
35, 0.0126, 1.1589
36, -0.0675, 2.1837
37, 0.0462, 2.1675
38, 0.1222, 14.4598
39, -0.6001, 10.1180
40, 0.0854, 1.9886
41, 0.0790, 1.6890
42, -0.0478, 2.6503
43, 0.0278, 1.2154
44, 0.1609, 3.6276
45, -0.0369, 7.1210
46, 0.0912, 2.1070
47, -0.0994, 2.4298
48, -0.8815, 9.5037
49, -0.5620, 9.4521
50, -0.7980, 6.6342
51, 0.1297, 2.6251
52, -0.7254, 9.8363
53, 0.1358, 1.0144
54, 0.2467, 2.3546
55, 0.0838, 2.3297
56, 0.1953, 1.4622
57, -0.1678, 1.8484
58, -0.0910, 1.0746
59, -0.3840, 9.7547
60, 0.2687, 2.9389
61, -0.5645, 8.2549
62, 0.1433, 1.6850
63, 0.0534, 7.4492
64, 0.3257, 3.1525
65, 0.1779, 1.3438
66, 0.0695, 1.5053
67, -0.1699, 6.8074
68, 0.2538, 2.6579
69, 0.1053, 4.1841
70, -0.5063, 9.0369
71, 0.2612, 4.1446
72, 0.1711, 2.9023
73, 0.3521, 2.2890
74, -0.9648, 8.8355
75, -0.3855, 8.8090
76, 0.5971, 4.5333
77, 0.1218, 2.3006
78, -0.0722, 7.5620
79, 0.1362, 3.2522
80, -0.3943, 9.4082
81, 0.3782, 2.4034
82, 0.3771, 3.4067
83, 0.1037, 1.8927
84, 0.2872, 1.6990
85, 0.3067, 2.1910
86, -0.0283, 1.5104
87, 0.2967, 1.7326
88, 0.0019, 2.2696
89, 0.5082, 3.1642
90, -0.2419, 2.4678
91, 0.1512, 4.4905
92, -0.0238, 1.3361
93, 0.2533, 2.9774
