Epoch, Average Actor Loss, Critic Loss
0, 0.2526, 1.6446
1, 0.0205, 3.1900
2, -0.0122, 1.1886
3, 0.1478, 1.5549
4, 0.0663, 7.3170
5, 0.1220, 2.2583
6, 0.1469, 2.6744
7, 0.2604, 2.1722
8, -0.0330, 8.3429
9, 0.0713, 0.9209
10, 0.0465, 1.0537
11, -0.4402, 8.7478
12, 0.1294, 0.9577
13, 0.2288, 1.5247
14, 0.2723, 2.8534
15, -0.1716, 2.6025
16, 0.5766, 9.9876
17, 0.0766, 3.3672
18, -0.4883, 7.0171
19, -0.0655, 1.4021
20, -0.1185, 2.8748
21, 0.0448, 1.8281
22, 0.4168, 3.9850
23, 0.5021, 12.3864
24, -0.1965, 2.2590
25, 0.0985, 1.8487
26, 0.0883, 1.1607
27, 0.0248, 1.8528
28, 0.0893, 1.9351
29, 0.1527, 3.1598
30, 0.0186, 1.7143
31, -0.5954, 8.8063
32, 0.1344, 1.0088
33, 0.2451, 4.8155
34, 0.1202, 1.3972
35, -0.1291, 1.9909
36, -0.0366, 1.2897
37, -0.0703, 1.3035
38, 0.0204, 10.1478
39, -1.0561, 7.5087
40, 0.0770, 2.7655
41, -0.1353, 1.6523
42, 0.0202, 2.3414
43, -0.6691, 6.4010
44, 0.1327, 1.2696
45, -0.0606, 6.1047
46, 0.1572, 1.4664
47, 0.0289, 1.6188
48, -1.0784, 6.1559
49, 0.0955, 2.2205
50, -0.1550, 2.7829
51, 0.0738, 2.2444
52, -0.1174, 8.2964
53, 0.0183, 1.1539
54, 0.1376, 1.5362
55, 0.1067, 1.9399
56, 0.2107, 1.3284
57, 0.1113, 1.0621
58, 0.0670, 0.8771
59, -0.5612, 9.9445
60, 0.1816, 2.8253
61, 0.0440, 1.1348
62, 0.1850, 1.5866
63, 0.2226, 3.2138
64, 0.0932, 9.3007
65, 0.1732, 1.0664
66, 0.0130, 1.2364
67, -0.4655, 6.3102
68, 0.3857, 4.2787
69, 0.2680, 6.7319
70, -0.5050, 8.5817
71, -0.0161, 1.5956
72, 0.1337, 1.3288
73, 0.1021, 2.2242
74, -0.6765, 8.7310
75, -0.5954, 6.6502
76, 0.4812, 2.4046
77, -0.0365, 1.5104
78, -0.1720, 8.1662
79, 0.0517, 2.5447
80, -0.3937, 6.8810
81, 0.3323, 2.3327
82, 0.2750, 1.3597
83, 0.0627, 1.1004
84, 0.1885, 1.1022
85, 0.2529, 2.0375
86, -0.1530, 1.4005
87, 0.2685, 1.5804
88, 0.1023, 2.6339
89, 0.2124, 5.1315
90, -0.1313, 2.4380
91, 0.1906, 2.6569
92, -0.0104, 1.3468
93, -0.6736, 8.5010
94, 0.1074, 2.0437
95, -0.0530, 7.3611
96, 0.1466, 1.4354
97, -0.1640, 6.5918
98, 0.1436, 0.9041
99, 0.2221, 1.6038
100, 0.1212, 0.7109
101, -0.0153, 0.6130
102, 0.0353, 2.0497
103, -0.0952, 5.0473
