Epoch, Average Return Train, Num Shortest Train, Num Solved Train, Average Return Test, Num Shortest Test, Num Solved Test
0, 7.9613, 18539, 19629, 7.6956, 1805, 1899
1000, 7.9796, 18604, 19659, 7.6961, 1807, 1899
