Epoch, Average Actor Loss, Critic Loss
0, -1.5015, 13.7517
1, -0.4904, 5.7640
2, -0.2937, 3.5746
3, -0.6224, 9.6390
4, -1.5316, 19.6802
5, -0.0294, 7.9517
6, 0.0365, 8.3538
7, 0.2482, 8.9226
8, 0.1076, 10.1934
9, 0.7021, 5.9683
10, 0.7562, 5.0005
11, 0.1625, 8.8003
12, 0.7201, 3.4001
13, 1.1596, 1.5662
14, -0.6461, 11.0173
15, -0.4504, 11.4600
16, -0.7555, 14.2139
17, -1.5678, 18.3859
18, -0.4612, 10.4603
19, -0.0444, 8.0549
20, -0.3980, 8.3067
21, -0.4209, 9.9966
22, 0.0327, 2.4584
23, -0.6857, 12.2086
24, 0.0161, 4.5289
25, -0.0067, 5.1689
26, -0.3575, 9.1548
27, -0.1908, 10.9168
28, -0.1699, 6.3917
29, 0.0276, 8.6555
30, 0.1253, 5.7157
31, 0.1838, 4.6518
32, 0.3539, 2.7989
33, -0.2588, 7.5916
34, 0.1291, 5.8602
35, 0.0277, 1.8183
36, -0.0551, 3.4101
37, 0.1213, 0.9857
38, 0.1144, 1.1579
39, 0.0449, 1.6380
40, 0.0217, 2.4479
41, -0.1341, 4.5075
42, 0.0163, 1.2953
43, 0.0465, 2.9568
44, 0.0263, 1.1777
45, 0.1039, 0.8687
46, 0.0567, 1.0394
47, 0.1870, 2.1531
48, 0.0248, 0.9448
49, 0.0822, 0.8579
50, 0.0738, 2.2815
51, -0.0111, 1.6016
52, 0.0538, 1.0520
53, -0.0543, 1.6192
54, -0.6414, 10.4738
55, -0.3566, 5.0738
56, -0.1011, 3.3879
57, 0.0677, 0.9151
58, -0.2983, 5.1323
59, -0.0889, 2.2665
60, 0.0732, 0.6184
61, -0.5524, 7.1312
62, -0.0382, 3.3853
63, 0.0848, 1.3025
64, 0.0568, 2.1427
65, 0.1331, 1.3080
66, 0.0552, 0.8146
67, -0.0248, 1.7679
68, -0.0075, 1.5955
69, 0.2081, 0.3514
70, -0.2793, 5.4032
71, 0.1644, 1.0287
72, -0.0877, 7.1171
73, -0.4213, 6.4006
74, 0.0079, 4.6662
75, -0.0162, 2.4065
76, 0.0212, 1.7422
77, 0.1148, 1.7580
78, 0.1882, 0.7287
79, -0.2636, 11.0004
80, 0.1276, 3.3961
81, -0.5017, 9.7743
82, -0.0420, 2.8251
83, -0.0210, 1.6048
84, 0.0575, 2.1153
85, 0.0695, 1.0164
86, 0.2908, 2.1625
87, -0.1201, 3.0802
88, -0.0015, 1.8038
89, 0.0117, 1.3928
90, -0.0475, 3.6448
91, 0.1005, 1.2431
92, 0.0272, 1.2904
93, -0.0619, 2.8949
94, -0.0279, 1.5954
95, -0.5421, 7.9109
96, 0.0003, 1.2920
97, -0.0680, 3.1886
98, -0.3007, 5.6861
99, -0.2475, 3.7087
100, 0.0264, 1.0189
101, -0.0335, 1.7393
102, 0.0077, 1.3219
103, 0.1417, 0.6063
104, -0.0968, 3.0765
105, 0.0312, 1.1191
106, 0.0606, 1.2709
107, 0.0856, 0.6472
108, 0.5246, 5.8393
109, 0.0884, 0.8250
110, -0.0026, 1.2919
111, -0.0679, 2.4451
112, 0.0228, 1.7121
113, -0.0075, 1.0579
114, -0.1621, 2.6676
115, 0.0423, 0.9846
116, -0.1021, 2.7892
117, -0.0104, 0.9806
118, 0.0324, 0.5742
119, 0.0024, 0.8050
120, -0.0609, 2.3059
121, -0.0246, 1.1313
122, -0.0662, 1.6049
123, -0.0441, 1.5244
124, 0.0565, 0.8808
125, -0.1247, 2.1674
126, -0.3794, 6.0382
127, 0.0663, 0.6067
128, 0.0609, 1.0448
129, -0.1769, 9.5575
130, 0.1033, 1.1617
131, 0.0871, 1.0138
132, 0.0187, 2.4884
133, -0.0310, 2.5963
134, -0.1991, 3.1890
135, 0.1108, 0.6651
136, -0.0408, 2.0593
137, 0.2156, 2.2479
138, -0.0049, 1.6334
139, -0.0928, 2.0769
140, 0.1143, 0.9309
141, 0.1318, 3.2150
142, 0.0100, 2.3211
143, -0.0505, 1.4802
144, 0.1401, 5.9813
145, -0.4189, 5.4881
146, 0.0703, 0.9327
147, 0.0376, 1.8084
148, -0.0527, 2.6814
149, -0.1161, 2.9721
150, -0.1425, 2.4630
151, -0.2536, 8.4298
152, 0.0044, 1.1165
153, -0.0746, 2.3209
154, -0.2382, 4.1204
155, -0.0033, 1.6179
156, -0.0588, 5.5252
157, 0.1063, 0.9118
158, 0.0197, 2.4423
159, 0.0765, 0.8951
160, 0.1779, 1.5664
161, 0.1285, 0.5113
162, -0.0029, 1.3325
163, 0.0683, 0.4917
164, 0.0120, 1.1958
165, 0.0489, 2.9408
166, 0.1862, 0.5051
167, 0.0159, 0.9438
168, 0.0713, 0.5975
169, -0.0175, 1.1448
170, -0.0629, 1.7551
171, -0.0113, 1.0748
172, 0.0157, 0.8259
173, -0.2977, 9.6768
174, 0.0370, 0.7036
