Epoch, Training Loss, Training Accuracy, Test Loss, Test Accuracy
73, 1.4479, 45.21, 1.5910, 42.06 
74, 1.4451, 45.59, 1.5902, 42.08 
75, 1.4422, 45.59, 1.5900, 42.06 
76, 1.4394, 45.59, 1.5893, 42.07 
77, 1.4364, 45.98, 1.5888, 42.11 
78, 1.4335, 46.36, 1.5886, 42.10 
79, 1.4306, 46.36, 1.5879, 42.15 
80, 1.4276, 45.98, 1.5872, 42.20 
81, 1.4245, 45.98, 1.5866, 42.21 
82, 1.4215, 46.36, 1.5858, 42.21 
83, 1.4184, 46.36, 1.5855, 42.18 
84, 1.4153, 47.13, 1.5847, 42.21 
85, 1.4122, 47.13, 1.5841, 42.18 
86, 1.4090, 47.13, 1.5833, 42.22 
87, 1.4057, 47.89, 1.5829, 42.22 
88, 1.4026, 47.89, 1.5816, 42.30 
89, 1.3991, 47.89, 1.5813, 42.25 
90, 1.3959, 47.89, 1.5805, 42.17 
91, 1.3926, 47.51, 1.5797, 42.29 
92, 1.3893, 47.89, 1.5785, 42.21 
93, 1.3858, 47.89, 1.5780, 42.20 
94, 1.3823, 47.89, 1.5774, 42.20 
95, 1.3789, 48.28, 1.5761, 42.21 
96, 1.3754, 48.28, 1.5754, 42.21 
97, 1.3719, 48.28, 1.5751, 42.26 
98, 1.3685, 47.89, 1.5732, 42.29 
99, 1.3647, 47.89, 1.5732, 42.28 
100, 1.3613, 47.89, 1.5716, 42.31 
101, 1.3575, 48.28, 1.5711, 42.32 
102, 1.3540, 48.28, 1.5700, 42.29 
103, 1.3503, 48.28, 1.5691, 42.35 
104, 1.3465, 49.04, 1.5680, 42.35 
105, 1.3429, 49.04, 1.5678, 42.34 
106, 1.3392, 49.43, 1.5658, 42.43 
107, 1.3353, 49.43, 1.5650, 42.40 
108, 1.3316, 49.81, 1.5643, 42.53 
109, 1.3277, 49.81, 1.5639, 42.53 
110, 1.3241, 49.43, 1.5623, 42.64 
111, 1.3201, 49.43, 1.5609, 42.62 
112, 1.3163, 49.81, 1.5604, 42.64 
113, 1.3124, 49.81, 1.5590, 42.70 
114, 1.3085, 49.43, 1.5586, 42.74 
115, 1.3045, 49.43, 1.5572, 42.75 
116, 1.3006, 49.81, 1.5559, 42.87 
117, 1.2966, 50.19, 1.5555, 42.84 
118, 1.2926, 50.19, 1.5540, 43.08 
119, 1.2885, 50.19, 1.5531, 43.08 
120, 1.2845, 50.19, 1.5517, 43.22 
121, 1.2803, 50.57, 1.5509, 43.20 
122, 1.2763, 50.57, 1.5492, 43.38 
123, 1.2721, 50.96, 1.5490, 43.36 
124, 1.2680, 50.96, 1.5471, 43.51 
125, 1.2638, 51.34, 1.5461, 43.53 
126, 1.2596, 52.11, 1.5452, 43.59 
127, 1.2554, 52.49, 1.5433, 43.82 
128, 1.2511, 52.49, 1.5430, 43.80 
129, 1.2470, 52.87, 1.5414, 44.11 
130, 1.2425, 52.49, 1.5401, 44.30 
131, 1.2382, 52.87, 1.5386, 44.43 
132, 1.2340, 52.87, 1.5373, 44.59 
133, 1.2295, 53.64, 1.5362, 44.65 
134, 1.2252, 53.64, 1.5348, 44.84 
135, 1.2208, 54.02, 1.5338, 44.86 
136, 1.2165, 54.02, 1.5318, 45.03 
137, 1.2118, 54.79, 1.5318, 45.15 
138, 1.2077, 55.17, 1.5291, 45.25 
139, 1.2029, 55.17, 1.5289, 45.29 
140, 1.1986, 55.17, 1.5265, 45.49 
141, 1.1941, 55.56, 1.5260, 45.45 
142, 1.1898, 55.94, 1.5244, 45.63 
143, 1.1852, 55.94, 1.5226, 45.87 
144, 1.1806, 56.70, 1.5221, 45.88 
145, 1.1763, 57.47, 1.5194, 46.16 
146, 1.1715, 58.24, 1.5200, 46.21 
147, 1.1672, 58.24, 1.5175, 46.40 
148, 1.1625, 58.24, 1.5161, 46.50 
149, 1.1579, 57.85, 1.5143, 46.65 
150, 1.1533, 59.00, 1.5140, 46.65 
151, 1.1489, 59.39, 1.5117, 46.94 
152, 1.1441, 59.39, 1.5109, 46.95 
153, 1.1396, 59.77, 1.5087, 47.25 
154, 1.1349, 59.77, 1.5081, 47.27 
155, 1.1304, 59.77, 1.5070, 47.45 
156, 1.1256, 60.54, 1.5046, 47.57 
157, 1.1210, 60.92, 1.5035, 47.66 
158, 1.1164, 60.92, 1.5019, 47.73 
159, 1.1117, 60.92, 1.5013, 47.83 
160, 1.1072, 62.07, 1.4984, 48.03 
161, 1.1023, 62.45, 1.4986, 48.07 
162, 1.0978, 62.45, 1.4968, 48.21 
163, 1.0931, 62.45, 1.4945, 48.27 
164, 1.0885, 62.45, 1.4945, 48.33 
165, 1.0839, 62.45, 1.4917, 48.50 
166, 1.0790, 62.84, 1.4914, 48.47 
167, 1.0746, 63.22, 1.4890, 48.67 
168, 1.0699, 63.60, 1.4891, 48.62 
169, 1.0653, 63.60, 1.4863, 48.91 
170, 1.0605, 64.37, 1.4862, 48.90 
171, 1.0560, 64.75, 1.4844, 49.06 
172, 1.0514, 64.75, 1.4827, 49.23 
173, 1.0467, 65.13, 1.4817, 49.43 
174, 1.0421, 65.52, 1.4802, 49.59 
175, 1.0374, 65.90, 1.4794, 49.59 
176, 1.0330, 65.90, 1.4765, 49.88 
177, 1.0281, 65.52, 1.4775, 49.69 
178, 1.0238, 66.28, 1.4734, 50.06 
179, 1.0189, 66.28, 1.4743, 50.08 
180, 1.0144, 66.67, 1.4708, 50.38 
181, 1.0098, 66.28, 1.4723, 50.18 
182, 1.0054, 66.67, 1.4687, 50.56 
183, 1.0007, 66.28, 1.4684, 50.55 
184, 0.9960, 66.28, 1.4666, 50.68 
185, 0.9915, 66.28, 1.4670, 50.62 
186, 0.9871, 66.67, 1.4631, 50.98 
187, 0.9823, 67.05, 1.4634, 50.94 
188, 0.9778, 67.43, 1.4613, 51.08 
189, 0.9732, 67.05, 1.4611, 51.08 
190, 0.9688, 68.58, 1.4597, 51.18 
191, 0.9643, 68.97, 1.4577, 51.32 
192, 0.9597, 68.20, 1.4570, 51.38 
193, 0.9552, 68.20, 1.4558, 51.45 
194, 0.9506, 68.58, 1.4547, 51.57 
195, 0.9462, 68.97, 1.4530, 51.69 
196, 0.9416, 68.97, 1.4532, 51.68 
197, 0.9373, 69.73, 1.4507, 51.81 
198, 0.9327, 70.11, 1.4493, 51.86 
199, 0.9281, 70.11, 1.4498, 51.89 
