Epoch, Average Actor Loss, Critic Loss
0, -0.5583, 6.8177
1, 0.1952, 0.2948
2, -0.1718, 2.7163
3, 0.2337, 0.1793
4, -0.3546, 3.2750
5, 0.2208, 0.1365
6, 0.1441, 0.1208
7, -0.4075, 3.3146
8, -0.3639, 3.7235
9, -1.1186, 10.5853
10, -1.2430, 12.8076
11, 0.3480, 0.1975
12, -0.5831, 8.8298
13, 0.3864, 0.2479
14, 0.5348, 0.3245
15, -0.2412, 7.2651
16, 0.6128, 0.4245
17, 0.3812, 2.7151
18, 0.0385, 4.4721
19, -0.8685, 11.5989
20, 0.2739, 3.0889
21, 0.5008, 0.2857
22, -1.1590, 14.3467
23, 0.5539, 0.3360
24, 0.0197, 4.8143
25, 0.2836, 2.3276
26, -0.2258, 6.5533
27, 0.1053, 3.7744
28, 0.4333, 0.2170
29, 0.3859, 0.1727
30, -0.3116, 5.9989
31, -0.9393, 10.8151
32, 0.2833, 0.1041
33, -0.0402, 3.2369
34, -0.5428, 6.6986
35, 0.2792, 0.1086
36, -0.2655, 4.3780
37, 0.1959, 0.1106
38, -0.1808, 3.4304
39, -0.1063, 2.8594
40, 0.2180, 0.0685
41, -0.5630, 6.5007
42, -0.3021, 4.5444
43, -0.1182, 3.1034
44, 0.2463, 0.0906
45, -0.3435, 5.9537
46, -0.0724, 3.0851
47, -0.0796, 3.0091
48, -2.0251, 20.4420
49, -0.0344, 3.1833
50, 0.3179, 0.1298
51, -0.4215, 6.8722
52, -0.6478, 9.3552
53, 0.4435, 0.2742
54, -0.6951, 10.6789
55, -0.4951, 9.3063
56, 0.5917, 0.4176
57, -0.4965, 9.8165
58, -1.8421, 20.7151
59, 0.3716, 3.3475
60, 0.4616, 3.6883
61, -1.2172, 16.3947
62, 0.8508, 0.8511
63, 0.0550, 6.6373
64, -0.1981, 9.0288
65, 0.8669, 0.8373
66, 0.0609, 6.9414
67, 0.1747, 6.1804
68, 0.7773, 0.7325
69, 0.2753, 4.9872
70, 0.5689, 0.4446
71, -0.2776, 7.0546
72, 0.5403, 0.3962
73, 0.2163, 2.3907
74, -0.6206, 9.7353
75, -0.9841, 11.7375
76, 0.2895, 0.1970
77, -0.6834, 9.6524
78, -0.2810, 5.4695
79, -0.1515, 3.6590
80, -0.4143, 7.0905
81, -0.9614, 12.2023
82, 0.0432, 2.9338
83, 0.0073, 4.4404
84, 0.1637, 3.3463
85, -0.4161, 7.3218
86, -0.0059, 5.5556
87, -0.2826, 7.1473
88, 0.2048, 3.9170
89, -0.6969, 11.2232
90, 0.3308, 2.7363
91, -0.0527, 5.7308
92, -0.9310, 13.8558
93, 0.0980, 4.4481
94, -0.9323, 13.1734
95, -0.6715, 11.3012
96, -0.3329, 9.0337
97, 1.0111, 1.1499
98, -0.3055, 9.9488
99, 0.9332, 1.0918
100, 0.3200, 5.7104
101, -0.0674, 8.3581
102, -0.7027, 12.5963
103, 0.2589, 5.2972
104, -0.2831, 10.4562
105, 0.1267, 6.9776
106, -0.6370, 12.4941
107, -0.0025, 7.7895
108, -0.8748, 13.7756
109, -0.2519, 9.4559
110, 0.0766, 5.5562
111, 0.1140, 5.7965
112, -0.0479, 7.6642
113, -0.6816, 12.6542
114, 0.4126, 3.5148
115, -0.7315, 13.0628
116, 0.7916, 0.9877
117, -1.1402, 15.0506
118, -0.6139, 12.1322
119, -0.3650, 9.4529
120, 0.5482, 4.7812
121, -0.7468, 13.9429
122, 0.8308, 3.5696
123, 0.0903, 9.5021
124, 0.8171, 4.7652
125, -0.3243, 11.1864
126, 0.1292, 9.3510
127, 1.0011, 1.3708
128, -0.5221, 11.9969
129, 0.0931, 7.4587
130, -0.7258, 12.5958
131, 0.3315, 3.9305
132, -0.0237, 7.0135
133, -0.2879, 10.2942
134, 0.9110, 3.7478
135, 0.1215, 8.9321
136, 0.0481, 5.9689
137, 0.2493, 5.6236
138, 0.5613, 3.1061
139, 0.5248, 2.0445
140, -1.1035, 13.7786
141, 0.7359, 0.8630
142, 0.0689, 5.2571
143, -0.0241, 3.5767
144, -0.7611, 9.1203
145, -0.4792, 6.2989
146, -0.1404, 3.7415
147, -1.2682, 14.9812
148, -1.1963, 12.4944
149, -0.3158, 8.0869
150, -1.2667, 15.6885
151, -1.1968, 14.6524
152, -0.1973, 8.0340
153, 0.4485, 4.2464
154, -0.2453, 9.4605
155, 1.0749, 1.3538
156, -0.4579, 12.4793
157, 0.7855, 3.6228
158, 0.0938, 10.5065
159, 0.0883, 10.0255
160, 0.6078, 5.1560
161, -0.0315, 9.4134
162, -0.3066, 11.0819
163, 1.0527, 1.3237
164, 0.5517, 4.4017
165, 0.4885, 4.8890
166, 0.7022, 0.6567
167, 0.7220, 0.6914
168, 0.4844, 2.2853
169, 0.1121, 3.9262
170, -0.1298, 6.6821
171, -0.6509, 9.0438
172, 0.0935, 3.4756
173, -0.1949, 5.0546
174, -0.4959, 7.0806
175, 0.1046, 2.2721
176, 0.4453, 0.3986
177, -2.1869, 20.5614
178, -0.3282, 6.1642
179, 0.4134, 0.3965
180, -0.1032, 5.5635
181, 0.2285, 0.1655
182, -0.3584, 4.4976
183, -0.0898, 4.2080
184, -0.3599, 7.3842
185, 0.3316, 2.8233
186, -0.7306, 10.3422
187, -0.4872, 8.9804
188, -0.0314, 4.7704
189, -0.1076, 5.7585
190, -0.5994, 9.3278
191, -1.0390, 13.9476
192, -0.0924, 7.3654
193, -1.0589, 14.4092
194, -0.1604, 7.6781
195, -0.2228, 8.2447
196, 0.4620, 3.6588
197, -0.1792, 10.9168
198, 1.0247, 1.3495
199, -0.0612, 10.2572
200, 0.8600, 4.2982
201, -0.1600, 8.9687
202, 0.1649, 7.4560
203, 0.5797, 3.5416
204, -0.4735, 10.9162
205, -0.0231, 7.2989
206, -1.1634, 16.8948
207, 0.3366, 5.0365
208, 0.5468, 3.6967
209, -0.4422, 10.9501
210, -0.4049, 11.6387
211, 0.0435, 9.6523
212, 0.6073, 4.4508
213, -0.5950, 13.3231
214, -0.1556, 11.7372
215, 0.4047, 6.1762
216, 0.6223, 5.3137
217, 0.0559, 7.1780
218, -0.9467, 14.7592
219, -0.1885, 10.1788
220, 0.3819, 5.9870
221, 0.9115, 3.8591
222, 0.5144, 5.4903
223, -0.1325, 8.5645
224, -0.0982, 7.5625
225, -0.7764, 14.1687
226, 1.0719, 1.7443
227, -0.0734, 6.5124
228, 0.1015, 5.6287
229, 0.1482, 5.0181
230, -0.3313, 8.8906
231, 0.2412, 3.8189
232, -0.7128, 9.9822
233, 0.4584, 0.5109
234, -0.1793, 6.1066
235, -0.3795, 8.3649
236, -0.2064, 7.3367
237, -1.7187, 18.2862
238, -0.1404, 6.0249
239, -0.6248, 11.7745
240, -0.5571, 9.0112
241, -1.0803, 15.3183
242, -1.0621, 16.5355
243, 0.0780, 7.4317
244, 0.4144, 4.1316
245, -0.2540, 9.8424
246, 0.8522, 3.3979
247, 0.8447, 4.5030
248, -1.1382, 16.8358
249, 0.4458, 6.5224
250, 0.1169, 9.2620
251, 0.1520, 10.2491
252, 0.4766, 5.2378
253, 0.2884, 8.6198
254, 0.5238, 4.8163
255, -0.0598, 8.0292
256, -0.7164, 13.9738
257, -0.5346, 13.0588
258, 0.0980, 7.3849
259, -0.2466, 10.4493
260, -0.0225, 8.7808
261, 1.2431, 2.0271
262, -0.3880, 13.4762
263, 0.8009, 1.0856
264, 0.1156, 6.7148
265, 0.2442, 7.6163
266, 0.5137, 4.5050
267, -1.4965, 20.4686
268, -1.2916, 16.4053
269, 0.2151, 6.1233
270, 0.1082, 4.9100
271, -0.3745, 10.2006
272, -0.4917, 9.1399
