Epoch, Average Return Train, Num Shortest Train, Num Solved Train, Average Return Test, Num Shortest Test, Num Solved Test
0, 6.2112, 13535, 15957, 6.1994, 1346, 1586
2000, 7.0882, 14837, 17718, 6.8835, 1452, 1721
