Epoch, Average Actor Loss, Critic Loss
0, -1.2491, 13.5039
1, -1.0768, 12.4660
2, -0.2597, 6.8125
3, -0.8724, 13.5071
4, -1.2134, 17.9670
5, -0.1700, 10.1162
6, 0.3914, 6.3627
7, 0.1380, 9.1523
8, -0.5578, 16.1940
9, 0.2361, 10.7274
10, 1.2460, 4.2235
11, -0.2457, 13.4765
12, 0.5617, 7.2177
13, 0.0563, 11.1751
14, -0.1396, 10.3755
15, -0.8841, 16.7631
16, 0.7127, 7.1705
17, -1.1812, 19.1891
18, 0.2406, 8.2787
19, -0.3763, 14.0462
20, 0.5733, 4.3724
21, 0.5357, 4.2703
22, 0.5775, 5.9693
23, 0.5745, 4.1375
24, -0.3247, 10.6903
25, -0.4833, 12.7056
26, -0.2688, 10.7881
27, 0.0662, 8.1886
28, 0.1150, 6.1738
29, 0.2218, 4.5355
30, 0.0047, 7.0718
31, 0.3417, 3.4121
32, 0.5294, 3.0605
33, -1.1282, 16.2421
34, -0.2311, 8.9908
35, -0.5006, 10.3539
36, -1.6259, 19.9942
37, -0.7247, 13.1852
38, 0.3571, 5.4518
39, 0.4350, 5.4614
40, -0.3736, 11.2004
41, 0.1185, 7.7511
42, 0.5800, 5.0613
43, -1.4804, 20.6873
44, -0.7251, 14.6382
45, 0.9503, 1.1264
46, 0.0730, 9.0685
47, -0.0184, 9.4591
48, -1.6979, 21.4741
49, -0.1603, 11.9024
50, 0.3392, 5.8340
51, -0.5452, 14.9528
52, 1.0406, 3.8411
53, -1.4308, 20.9588
54, 0.2698, 10.0178
55, -2.2168, 27.1596
56, 0.6241, 7.2656
57, 0.0792, 11.8261
58, 0.0883, 11.7947
59, 0.3576, 10.1261
60, 0.1107, 8.6674
61, -0.1287, 10.8709
62, -0.2259, 11.8936
63, -0.2939, 12.3917
64, 0.3380, 10.0440
65, 0.1331, 9.9632
66, 0.8890, 1.9051
67, 0.4318, 8.1010
68, -0.3881, 13.2046
69, 1.3211, 1.9920
70, -0.2201, 10.9379
71, 0.3461, 7.1038
72, -0.2689, 11.5165
73, -0.1404, 11.1642
74, -0.6094, 14.1818
75, 0.0865, 10.1102
76, 0.3050, 7.6145
77, 0.0557, 8.1346
78, 0.3902, 6.0358
79, 0.2920, 6.0313
80, -0.1900, 8.0017
81, -0.3400, 10.8210
82, -0.0065, 7.7473
83, -0.8028, 14.0977
84, -0.2452, 9.0167
85, -0.3137, 9.7794
86, -0.2194, 8.9899
87, -1.2394, 16.8230
88, -1.0743, 16.0511
89, -0.7738, 15.8734
90, -0.3870, 12.2471
91, 0.1421, 7.4969
92, 0.0589, 10.7799
93, -1.3144, 20.4560
94, -0.7575, 16.7936
95, -2.2151, 26.7977
96, -0.4339, 15.2368
97, 0.5015, 12.0321
98, 0.2679, 13.4354
99, 0.3860, 10.5335
100, -0.0051, 14.1575
101, 0.4181, 11.3904
102, 0.2576, 11.2427
103, 0.7876, 5.4482
104, 0.5269, 6.3769
105, 0.4511, 9.8330
106, 0.3445, 5.3820
107, 0.4620, 3.6771
108, 1.1923, 8.1757
109, 0.5194, 6.1808
110, 0.1033, 4.6364
111, -0.1047, 10.2738
112, 0.3526, 5.4073
113, -0.2844, 11.5417
114, -0.9391, 15.6021
115, 0.3957, 5.3049
116, 0.3240, 2.4316
117, -0.4326, 9.8844
118, 0.2032, 4.6991
119, 0.2008, 6.3792
120, -0.0001, 7.2617
121, -0.7728, 12.8674
122, -0.6449, 12.2543
123, -0.4685, 11.3191
124, -1.4965, 20.8113
125, -1.4891, 18.8799
126, -2.0811, 23.6910
127, -0.5060, 12.1099
128, -0.0774, 8.8891
129, -0.3382, 12.8930
130, -0.1290, 11.4043
131, 0.3417, 9.3382
132, -0.0966, 12.1858
133, -0.0383, 12.2728
134, -0.7247, 15.7139
135, 0.8310, 7.7811
136, -0.2711, 14.2219
137, 0.3608, 6.4967
138, -0.0760, 7.2069
139, -0.4710, 13.4513
140, 0.3340, 8.0373
141, 0.1804, 11.3276
142, -0.3135, 14.2555
143, 0.2838, 9.8372
144, 0.9103, 8.6248
145, -0.4013, 12.4922
146, 0.6114, 7.9530
147, 0.5007, 7.3322
148, -0.1296, 10.2552
149, -0.2453, 11.5150
150, 0.2955, 3.7149
151, 0.2631, 8.2177
152, 0.1514, 5.6148
153, -0.0986, 11.4824
154, -0.3763, 10.6026
155, -0.5847, 15.3330
156, -0.5391, 14.7758
157, 0.2227, 8.9419
158, 0.2491, 8.7107
159, 0.2906, 8.8300
160, 0.1159, 9.9936
161, -0.7063, 15.8922
162, -0.2454, 10.2149
163, -0.2266, 10.5918
164, -0.2715, 12.4573
165, 0.4810, 9.2991
166, 0.3036, 10.9541
167, -1.4169, 21.9267
168, 0.3600, 6.6958
169, -0.3275, 12.2865
170, -1.6812, 21.0979
171, -0.1283, 10.9954
172, 0.3316, 9.1953
173, -0.3997, 14.3928
174, 0.3527, 5.1581
175, -0.2147, 10.3367
176, 0.4817, 3.5520
177, -0.4777, 13.1297
178, 0.7480, 1.4684
179, 0.3349, 7.9826
180, 0.6402, 12.1915
181, -0.2219, 15.3632
182, -0.1268, 7.3943
183, 0.2217, 5.0974
184, -1.1001, 16.4979
185, 0.3244, 7.1778
186, -0.3176, 9.2469
187, 0.2179, 7.0455
188, -0.5153, 12.6231
189, -0.2268, 11.6441
190, -0.1173, 7.8683
191, -0.0470, 11.8386
192, -0.1623, 9.8644
193, 0.1351, 7.5961
194, 0.3384, 7.7229
195, 0.4667, 4.2594
196, -0.3032, 10.4065
197, 0.4230, 3.2126
198, 0.0743, 5.5605
199, -0.2052, 8.1413
200, -1.4202, 19.4102
201, 0.1427, 4.4141
202, -0.7979, 15.6794
203, 0.2639, 5.8631
204, 1.2466, 3.5885
205, 0.0042, 8.8538
206, 0.6849, 4.5041
207, 0.3983, 2.6652
208, -0.7659, 11.9528
209, 0.0449, 6.0192
210, -1.1530, 15.5222
211, -0.0402, 8.3331
212, -0.0594, 8.2277
213, -0.0139, 6.7822
214, 0.1556, 5.9410
215, -0.2892, 9.3215
216, -0.9188, 15.1093
217, -0.0630, 10.2858
218, -0.3286, 12.3424
219, -0.2219, 10.6534
220, -0.0055, 10.3147
221, 0.7385, 7.9435
222, -0.5238, 13.8881
223, 0.3901, 5.8988
