Epoch, Average Return Train, Num Shortest Train, Num Solved Train, Average Return Test, Num Shortest Test, Num Solved Test
0, 7.8630, 18221, 19411, 7.6662, 1784, 1893
2000, 7.9613, 18539, 19629, 7.6956, 1805, 1899
